FromID,ToID,Relation_value,Relation_type,Relation_Context_CellType,Relation_Context_DiffDay,Relation_Context_Depot,Relation_Context_Stimulation,FromType,ToType
234,19,0.842521438968318,lm_estimate,AMSC-BODIPYPos,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
233,19,0.842521438968318,lm_estimate,AMSC-BODIPYPos,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1831,19,0.83805660519089,lm_estimate,AMSC-BODIPYPos,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1827,19,0.83805660519089,lm_estimate,AMSC-BODIPYPos,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1829,19,0.83805660519089,lm_estimate,AMSC-BODIPYPos,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1834,19,0.83805660519089,lm_estimate,AMSC-BODIPYPos,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
864,2342,0.835231454830773,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
860,2342,0.835231454830773,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1234,19,0.830545235546399,lm_estimate,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1237,19,0.830545235546399,lm_estimate,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1714,2,0.830478261442723,lm_estimate,AMSC,D08,vc,FFA,LipocyteProfiler_Feature,Phenotype
1708,2,0.830478261442723,lm_estimate,AMSC,D08,vc,FFA,LipocyteProfiler_Feature,Phenotype
1532,2,0.830478261442723,lm_estimate,AMSC,D08,vc,FFA,LipocyteProfiler_Feature,Phenotype
1089,2339,0.829928822652569,lm_estimate,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1087,2339,0.829928822652569,lm_estimate,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1594,2342,0.82789594598314,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
953,2342,0.82789594598314,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1683,2342,0.82789594598314,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1684,2342,0.82789594598314,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
944,2342,0.82789594598314,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
18,22,0.825548688990025,lm_estimate,AMSC-BODIPYNeg,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
20,22,0.825548688990025,lm_estimate,AMSC-BODIPYNeg,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1819,19,0.824691206321904,lm_estimate,AMSC-BODIPYPos,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1822,19,0.824691206321904,lm_estimate,AMSC-BODIPYPos,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
2145,22,0.820135863345124,lm_estimate,AMSC,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
863,2342,0.81794869902882,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1130,2326,0.817592146103926,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1155,2326,0.817592146103926,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1148,2326,0.817592146103926,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1157,2326,0.817592146103926,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1133,2326,0.817592146103926,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1156,2326,0.817592146103926,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1153,2326,0.817592146103926,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1143,2326,0.817592146103926,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1499,2342,0.817248024449773,lm_estimate,AMSC-BODIPYPos,D08,vc,FFA,LipocyteProfiler_Feature,Phenotype
1498,2342,0.817248024449773,lm_estimate,AMSC-BODIPYPos,D08,vc,FFA,LipocyteProfiler_Feature,Phenotype
1344,19,0.816750236315059,lm_estimate,AMSC-BODIPYPos,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1236,19,0.816750236315059,lm_estimate,AMSC-BODIPYPos,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
2031,19,0.813838713343179,lm_estimate,AMSC-BODIPYPos,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
182,1682,0.810673288724756,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1118,2326,0.809975951829347,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1443,19,0.803382194539829,lm_estimate,AMSC-BODIPYPos,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1427,19,0.803382194539829,lm_estimate,AMSC-BODIPYPos,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1435,19,0.803382194539829,lm_estimate,AMSC-BODIPYPos,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1428,19,0.803382194539829,lm_estimate,AMSC-BODIPYPos,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1442,19,0.803382194539829,lm_estimate,AMSC-BODIPYPos,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1425,19,0.803382194539829,lm_estimate,AMSC-BODIPYPos,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1422,19,0.803382194539829,lm_estimate,AMSC-BODIPYPos,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1423,19,0.803382194539829,lm_estimate,AMSC-BODIPYPos,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1434,19,0.803382194539829,lm_estimate,AMSC-BODIPYPos,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
